STREET,CURRENT_LAND_VALUE_2024,CURRENT_LAND_VALUE_2023,CURRENT_LAND_VALUE_2022,CURRENT_LAND_VALUE_2021,CURRENT_LAND_VALUE_2020,CURRENT_IMPROVEMENT_VALUE_2024,CURRENT_IMPROVEMENT_VALUE_2023,CURRENT_IMPROVEMENT_VALUE_2022,CURRENT_IMPROVEMENT_VALUE_2021,CURRENT_IMPROVEMENT_VALUE_2020
49 AVE,1468000,1498000,1299000,958000,930000.0,421000.0,423000.0,339000,233000,292000
49 AVE,1305000,1328000,1125700,815100,731200.0,166000.0,158000.0,82700,27100,37200
49 AVE,1261000,1295000,1139000,836300,781000.0,156000.0,161000.0,126000,71300,107000
49 AVE,1258000,1280000,1089200,822500,748400.0,166000.0,159000.0,89200,66500,83400
49 AVE,1320000,1352000,1178000,859000,814000.0,226000.0,229000.0,176000,102000,148000
49 AVE,1421000,1454000,1266000,898300,785700.0,267000.0,269000.0,208000,98300,81700
49 AVE,1220000,1253000,1102000,806100,753000.0,151000.0,155000.0,121000,65100,101000
49 AVE,3348000,3472000,3131500,2384800,2112700.0,110000.0,105000.0,72500,71300,70000
49 AVE,1374000,1405000,1228000,878000,844000.0,258000.0,259000.0,204000,105000,163000
49 AVE,1479000,1517000,1336000,971000,915000.0,245000.0,250000.0,202000,114000,161000
49 AVE,1504000,1541000,1348000,972000,928000.0,251000.0,254000.0,198000,103000,163000
49 AVE,1458000,1490000,1289000,907000,898000.0,351000.0,353000.0,274000,140000,223000
49 AVE,1429000,1464000,1277000,922000,877000.0,249000.0,252000.0,195000,105000,158000
49 AVE,1571000,1602000,1323000,945000,912000.0,407000.0,406000.0,255000,138000,202000
49 AVE,1285000,1319000,1156000,843700,791000.0,181000.0,185000.0,144000,78700,118000
49 AVE,1740000,1759000,1514000,1106000,1216000.0,640000.0,629000.0,505000,344000,545000
49 AVE,1302000,1337000,1179000,860400,804000.0,149000.0,153000.0,122000,61400,101000
49 AVE,1306000,1341000,1182000,866300,808000.0,153000.0,157000.0,125000,67300,105000
49 AVE,1519000,1560000,1382000,1020600,942000.0,142000.0,146000.0,119000,65600,102000
49 AVE,1559000,1600000,1416000,1038200,970000.0,182000.0,186000.0,153000,83200,130000
49 AVE,1522000,1559000,1364000,986000,865600.0,249000.0,251000.0,198000,105000,89600
49 AVE,1434000,1474000,1303000,953100,883000.0,161000.0,166000.0,137000,72100,107000
49 AVE,1606000,1599000,1394000,1018000,888000.0,458000.0,420000.0,342000,223000,188000
49 AVE,1312000,1347000,1185000,871200,811000.0,164000.0,168000.0,133000,76200,111000
49 AVE,1240000,1269000,1106000,801000,768000.0,231000.0,233000.0,180000,101000,152000
49 AVE,1253000,1283000,1121000,808600,768000.0,207000.0,209000.0,162000,83600,130000
49 AVE,1189000,1221000,1078000,794000,738700.0,131000.0,134000.0,107000,60000,92700
49 AVE,1220000,1248000,1086000,781000,749000.0,232000.0,234000.0,180000,96000,146000
49 AVE,1217000,1248000,1097000,799100,750000.0,173000.0,176000.0,139000,75100,113000
49 AVE,1262000,1291000,1123000,797000,706100.0,263000.0,265000.0,206000,104000,96100
49 AVE,1439000,1472000,1285000,943000,981000.0,391000.0,395000.0,323000,216000,342000
49 AVE,1421000,1454000,1267000,930000,959000.0,373000.0,377000.0,305000,203000,320000
49 AVE,1375000,1407000,1231000,914000,934000.0,327000.0,330000.0,269000,187000,295000
49 AVE,1449000,1482000,1291000,959000,1007000.0,401000.0,405000.0,329000,232000,368000
49 AVE,1364000,1395000,1220000,899000,911000.0,316000.0,319000.0,259000,173000,272000
49 AVE,1380000,1412000,1233000,914000,935000.0,332000.0,336000.0,272000,188000,296000
49 AVE,1487000,1517000,1318000,951000,987000.0,438000.0,440000.0,356000,224000,347000
49A AVE,1402000,1432000,1250000,925000,952000.0,355000.0,357000.0,290000,200000,314000
49A AVE,1696000,1732000,1520000,1120000,1157000.0,482000.0,486000.0,405000,278000,416000
49A AVE,1367000,1398000,1221000,905000,918000.0,319000.0,322000.0,260000,179000,279000
49A AVE,1437000,1468000,1278000,942000,982000.0,390000.0,393000.0,318000,217000,344000
49A AVE,1401000,1432000,1247000,922000,946000.0,354000.0,357000.0,287000,197000,308000
49A AVE,1593000,1627000,1432000,1063000,1091000.0,405000.0,407000.0,344000,241000,367000
49A AVE,1248000,1278000,1114000,804700,767000.0,213000.0,215000.0,166000,88700,136000
49A AVE,1330000,1360000,1181000,835000,822000.0,295000.0,297000.0,233000,119000,191000
49A AVE,1293000,1323000,1150000,830000,798000.0,258000.0,260000.0,202000,114000,167000
49A AVE,1179000,1201000,1024700,771400,701700.0,144000.0,138000.0,76700,55400,70700
49A AVE,1233000,1266000,1111000,823200,772000.0,175000.0,179000.0,140000,89200,126000
49A AVE,1196000,1227000,1077000,786400,739000.0,161000.0,164000.0,129000,70400,108000
49A AVE,1218000,1250000,1099000,804700,751000.0,160000.0,163000.0,128000,70700,105000
49A AVE,1363000,1396000,1218000,882000,838000.0,236000.0,239000.0,185000,101000,151000
49A AVE,1385000,1423000,1244000,896000,866000.0,250000.0,257000.0,203000,110000,174000
49A AVE,2931000,2058000,1265500,938100,859300.0,1648000.0,741000.0,89500,49100,77300
49A AVE,2035000,2067000,1811000,1322000,1473000.0,760000.0,758000.0,643000,439000,696000
49A AVE,1402000,1436000,1251000,889000,869000.0,290000.0,294000.0,231000,119000,191000
49A AVE,1297000,1330000,1167000,850800,800000.0,185000.0,188000.0,147000,80800,122000
49A AVE,1498000,1538000,1347000,983000,925000.0,223000.0,229000.0,179000,100000,148000
49A AVE,1407000,1444000,1274000,937400,869000.0,147000.0,150000.0,118000,63400,100000
49A AVE,1421000,1456000,1270000,915000,874000.0,254000.0,257000.0,199000,106000,162000
50 AVE,1237000,1268000,1106000,776100,722800.0,202000.0,205000.0,158000,60100,91800
50 AVE,1534000,1562000,1355000,993000,1058000.0,476000.0,475000.0,384000,259000,412000
50 AVE,1187000,1217000,1067000,771000,733000.0,196000.0,199000.0,157000,83000,128000
50 AVE,1226000,1259000,1112200,819900,757400.0,111000.0,113000.0,89200,46900,76400
50 AVE,1159000,1189000,1044000,761200,718000.0,168000.0,171000.0,134000,73200,113000
50 AVE,1180000,1212000,1067000,786600,735000.0,140000.0,144000.0,114000,66600,101000
50 AVE,1237000,1252000,1036000,777800,721000.0,231000.0,218000.0,112000,79800,106000
50 AVE,1167000,1199000,1060000,768500,715700.0,145000.0,149000.0,122000,59500,91700
50 AVE,1136000,1166000,1025000,747900,702000.0,152000.0,155000.0,122000,65900,102000
50 AVE,1185000,1215000,1080000,785800,745000.0,178000.0,181000.0,155000,86800,130000
50 AVE,1125000,1154000,1015000,743100,694700.0,141000.0,144000.0,113000,61100,94700
50 AVE,1121000,1150000,1011000,737200,693400.0,143000.0,146000.0,115000,60200,97400
50 AVE,1149000,1180000,1033000,750300,709000.0,172000.0,176000.0,138000,73300,114000
50 AVE,1119000,1149000,1008000,738200,690000.0,142000.0,145000.0,113000,61200,95000
50 AVE,300000,308000,275000,207000,182000.0,0.0,0.0,0,0,0
50 AVE,1371000,1403000,1217000,863000,801000.0,294000.0,297000.0,229000,117000,144000
50 AVE,1160800,1185500,1028000,775500,697500.0,89800.0,85500.0,46000,33500,44500
50 AVE,1355000,1387000,1204000,861000,827000.0,278000.0,281000.0,216000,115000,170000
50 AVE,1219000,1250000,1100000,811200,753100.0,139000.0,141000.0,110000,63200,94100
50 AVE,1286000,1318000,1151000,829000,795000.0,236000.0,240000.0,188000,101000,155000
50 AVE,1231000,1264000,1114000,811300,762000.0,154000.0,158000.0,126000,65300,105000
50 AVE,1391000,1422000,1242000,917000,941000.0,341000.0,344000.0,279000,189000,301000
50 AVE,1274000,1307000,1145000,829700,785000.0,197000.0,201000.0,157000,83700,128000
50 AVE,1365000,1396000,1211000,867000,837000.0,288000.0,290000.0,223000,121000,180000
50 AVE,1294000,1327000,1159000,837500,794000.0,217000.0,221000.0,171000,91500,137000
50A AVE,21300,21300,21300,14900,14900.0,0.0,0.0,0,0,0
50A AVE,1364000,1395000,1211000,841700,804000.0,289000.0,291000.0,225000,96700,148000
50A AVE,1327000,1361000,1190000,864800,814000.0,211000.0,215000.0,166000,90800,133000
50A AVE,1325000,1356000,1174000,805200,770000.0,304000.0,307000.0,237000,97200,147000
50A AVE,1288000,1318000,1150000,792700,752000.0,270000.0,273000.0,216000,86700,131000
50A AVE,1285000,1318000,1151000,831000,798000.0,238000.0,242000.0,190000,105000,159000
50A AVE,1299000,1330000,1155000,829000,799000.0,263000.0,266000.0,206000,112000,168000
50A AVE,1288000,1317000,1144000,814000,791000.0,288000.0,290000.0,226000,120000,180000
50A AVE,1363000,1391000,1199000,860000,842000.0,331000.0,331000.0,253000,145000,213000
50A AVE,1258000,1287000,1119000,801000,775000.0,258000.0,260000.0,201000,107000,164000
50A AVE,1401000,1432000,1240000,869000,842000.0,330000.0,332000.0,257000,126000,188000
50A AVE,1405000,1439000,1250000,868900,825000.0,284000.0,287000.0,221000,91900,141000
50A AVE,1242000,1272000,1108000,799000,766000.0,236000.0,238000.0,184000,101000,152000
50A AVE,1223000,1255000,1099000,796000,760000.0,208000.0,212000.0,167000,92000,140000
50A AVE,1206000,1237000,1084000,789400,745000.0,186000.0,190000.0,148000,82400,123000
50A AVE,1345000,1274000,1138000,834000,780000.0,308000.0,209000.0,188000,116000,148000
50A AVE,1239000,1270000,1114000,823100,789000.0,191000.0,194000.0,153000,97100,150000
50A AVE,1183000,1213000,1062000,771500,734000.0,192000.0,195000.0,153000,84500,129000
50A AVE,1262000,1293000,1129000,815000,784000.0,233000.0,237000.0,186000,102000,157000
50A AVE,1294000,1324000,1148000,817000,795000.0,287000.0,290000.0,223000,118000,180000
50A AVE,1370000,1400000,1209000,815200,779000.0,333000.0,335000.0,258000,97200,147000
50A AVE,1251000,1282000,1122000,815100,774000.0,200000.0,203000.0,158000,87100,133000
50A AVE,1216000,1247000,1091000,788900,750000.0,201000.0,205000.0,160000,84900,131000
50A AVE,1233000,1264000,1109000,809100,761000.0,182000.0,185000.0,145000,81100,120000
50A AVE,1264000,1297000,1130000,812000,782000.0,251000.0,257000.0,200000,109000,164000
50A AVE,1366000,1396000,1210000,834400,797000.0,305000.0,307000.0,237000,98400,150000
50A AVE,1313000,1347000,1172000,841000,811000.0,258000.0,264000.0,204000,110000,167000
50A AVE,1236000,1264000,1100000,794000,722000.0,237000.0,238000.0,183000,101000,112000
50A AVE,1229000,1260000,1101000,796000,764000.0,226000.0,230000.0,180000,100000,151000
50A AVE,1217000,1248000,1087000,784000,754000.0,232000.0,236000.0,183000,101000,153000
50A AVE,1318000,1346000,1159000,793000,764000.0,333000.0,334000.0,255000,110000,163000
50A AVE,1349000,1378000,1193000,845000,828000.0,331000.0,333000.0,259000,139000,207000
50A AVE,1212000,1244000,1085000,780900,749000.0,227000.0,232000.0,181000,97900,148000
50A AVE,1219000,1250000,1095000,797000,754000.0,186000.0,189000.0,148000,82000,124000
50A AVE,1226000,1256000,1095000,784000,758000.0,241000.0,244000.0,191000,101000,157000
50A AVE,1248000,1278000,1109000,795000,767000.0,263000.0,266000.0,205000,112000,166000
50A AVE,1163000,1193000,1046000,762800,720000.0,178000.0,181000.0,142000,79800,119000
50A AVE,1285000,1315000,1137000,810000,790000.0,300000.0,303000.0,233000,127000,189000
50A AVE,1210000,1241000,1085000,782200,753000.0,225000.0,229000.0,181000,99200,152000
50A AVE,1201000,1231000,1078000,780500,746000.0,204000.0,207000.0,163000,89500,137000
50A AVE,1297000,1332000,1159000,832000,809000.0,262000.0,269000.0,211000,115000,178000
50A AVE,1256000,1289000,1128000,819100,777000.0,206000.0,210000.0,165000,91100,136000
50A AVE,1334000,1365000,1180000,810600,773000.0,299000.0,302000.0,232000,93600,142000
50A AVE,1221000,1253000,1095000,797100,755000.0,191000.0,195000.0,151000,83100,127000
50A AVE,1337000,1368000,1187000,849000,825000.0,286000.0,289000.0,223000,121000,184000
50A AVE,1229000,1261000,1103000,801100,761000.0,199000.0,203000.0,159000,87100,133000
50A AVE,1283000,1316000,1150000,834200,796000.0,217000.0,221000.0,172000,95200,145000
50A AVE,1263000,1295000,1130000,818900,777000.0,210000.0,214000.0,164000,88900,135000
50A AVE,1264000,1296000,1133000,822100,781000.0,216000.0,220000.0,172000,96100,142000
50A AVE,1280000,1311000,1143000,827000,786000.0,226000.0,228000.0,176000,96000,143000
50A AVE,1342000,1376000,1204000,881000,843000.0,223000.0,227000.0,178000,106000,161000
50A AVE,1366000,1401000,1226000,893700,846000.0,217000.0,221000.0,173000,97700,146000
50A AVE,1334000,1367000,1198000,872200,827000.0,208000.0,211000.0,165000,92200,140000
50A AVE,1408000,1440000,1245000,882000,867000.0,341000.0,344000.0,266000,142000,216000
50A AVE,1232000,1264000,1107000,807500,758000.0,183000.0,187000.0,145000,80500,118000
50A AVE,1408000,1439000,1192000,850000,761000.0,350000.0,353000.0,221000,117000,115000
50A AVE,1230000,1248000,1052000,764900,686300.0,181000.0,171000.0,90000,37900,46300
50A AVE,1206000,1238000,1086000,791300,747000.0,170000.0,174000.0,136000,73300,115000
50A AVE,1288000,1320000,1151000,824900,797000.0,241000.0,244000.0,190000,98900,158000
50A AVE,1192000,1221000,1061000,759000,738000.0,247000.0,250000.0,194000,104000,161000
50A AVE,1336000,1367000,1190000,857000,820000.0,245000.0,247000.0,191000,102000,155000
50A AVE,1260000,1292000,1133000,824000,778000.0,183000.0,186000.0,145000,77000,121000
50A AVE,1260000,1291000,1091000,789100,750000.0,229000.0,232000.0,144000,74100,120000
50A AVE,991000,1154000,984500,742000,674500.0,0.0,136000.0,75500,55000,70500
50A AVE,1281000,1311000,1140000,812000,792000.0,266000.0,268000.0,209000,108000,173000
50A AVE,1218000,1247000,1080000,770000,751000.0,276000.0,280000.0,216000,117000,176000
50A AVE,1294000,1323000,1138000,803000,800000.0,351000.0,354000.0,273000,149000,225000
50A AVE,1392000,1423000,1232000,847400,809000.0,312000.0,314000.0,242000,99400,151000
50A AVE,1315000,1351000,1184000,860700,816000.0,212000.0,218000.0,170000,94700,142000
50A AVE,1569000,1606000,1393000,1001000,969000.0,323000.0,326000.0,251000,138000,209000
50A AVE,1244000,1276000,1116000,812400,769000.0,197000.0,201000.0,156000,87400,131000
50A AVE,1286000,1318000,1151000,830000,796000.0,239000.0,243000.0,191000,105000,158000
50A AVE,1308000,1341000,1169000,840000,815000.0,261000.0,266000.0,209000,115000,177000
50A AVE,1245000,1276000,1118000,809500,764000.0,198000.0,201000.0,158000,84500,126000
50A AVE,1358000,1390000,1204000,857000,838000.0,311000.0,315000.0,244000,132000,200000
50A AVE,1330000,1360000,1179000,844000,812000.0,283000.0,285000.0,219000,119000,174000
50A AVE,1366000,1397000,1209000,860000,817000.0,319000.0,322000.0,249000,135000,179000
50A AVE,1363000,1394000,1210000,866000,837000.0,287000.0,289000.0,223000,120000,180000
50A AVE,1437000,1468000,1269000,899000,885000.0,361000.0,363000.0,282000,153000,229000
50A AVE,1336000,1367000,1185000,849000,821000.0,289000.0,292000.0,225000,123000,182000
50A AVE,1362000,1394000,1208000,858000,829000.0,301000.0,305000.0,235000,123000,182000
50A AVE,1583000,1617000,1388000,977000,966000.0,422000.0,424000.0,323000,172000,257000
50A AVE,1325000,1357000,1179000,840000,809000.0,275000.0,279000.0,216000,112000,169000
50A AVE,1271000,1302000,1135000,819700,780000.0,224000.0,227000.0,175000,93700,141000
50A AVE,1370000,1406000,1219000,869000,846000.0,301000.0,308000.0,238000,128000,194000
50A AVE,1340000,1372000,1188000,851000,826000.0,293000.0,296000.0,228000,125000,187000
50A AVE,1283000,1315000,1145000,826000,787000.0,236000.0,239000.0,184000,100000,148000
50A AVE,1335000,1367000,1190000,854000,822000.0,258000.0,261000.0,202000,108000,165000
50A AVE,1327000,1359000,1185000,856000,816000.0,239000.0,242000.0,188000,103000,153000
50A AVE,1174000,1201000,1049000,706300,635000.0,195000.0,196000.0,152000,28300,39000
50A AVE,1338000,1364000,1176000,818000,814000.0,357000.0,356000.0,276000,138000,216000
50A AVE,1339000,1371000,1193000,853000,828000.0,261000.0,263000.0,204000,106000,170000
50A AVE,1336000,1365000,1174000,820000,822000.0,356000.0,358000.0,275000,141000,224000
50A AVE,1060500,1084600,941700,710200,640300.0,76500.0,74600.0,39700,29200,40300
50A AVE,1296000,1325000,1161000,734300,660000.0,279000.0,280000.0,227000,28300,39000
50A AVE,1352000,1377000,1184000,831000,821000.0,371000.0,370000.0,285000,152000,223000
50A AVE,1230000,1259000,1095000,782400,759000.0,241000.0,243000.0,188000,97400,156000
50A AVE,1062100,1086100,940700,708900,639600.0,82100.0,80100.0,42700,30900,42600
50A AVE,1130000,1150000,976600,735600,672000.0,143000.0,137000.0,71600,51600,70000
50A AVE,1318000,1346000,1037000,755700,712000.0,321000.0,322000.0,121000,63700,103000
50A AVE,1222000,1236000,1016000,767500,671500.0,242000.0,229000.0,118000,88500,73500
50A AVE,1194000,1218000,1046300,788900,716000.0,133000.0,128000.0,72300,52900,68000
50A AVE,1317000,1341000,1145400,859400,780500.0,162000.0,155000.0,86400,59400,76500
50A AVE,1296000,1325000,1149000,822000,802000.0,296000.0,298000.0,231000,128000,192000
50A AVE,1158000,1189000,1044000,757500,718000.0,166000.0,170000.0,133000,69500,112000
50A AVE,1196000,1211000,1017000,763900,700000.0,219000.0,207000.0,122000,86900,104000
50A AVE,1136000,1166000,1022000,740700,695000.0,157000.0,160000.0,125000,62700,98000
50A AVE,1303000,1333000,1163000,862000,888000.0,325000.0,328000.0,266000,185000,292000
50A AVE,1290000,1319000,1151000,853000,878000.0,313000.0,316000.0,256000,177000,283000
50A AVE,1264000,1293000,1130000,839000,850000.0,286000.0,289000.0,234000,162000,254000
50A AVE,1183000,1214000,1072000,800000,788000.0,205000.0,209000.0,176000,123000,192000
50A AVE,1287000,1317000,1151000,855000,872000.0,298000.0,301000.0,244000,169000,269000
50A AVE,1315000,1344000,1172000,867000,900000.0,338000.0,341000.0,277000,191000,305000
50A AVE,1332000,1362000,1188000,852000,867000.0,340000.0,343000.0,277000,164000,261000
50A AVE,1289000,1320000,1152000,855000,876000.0,308000.0,312000.0,253000,175000,278000
50A AVE,1240000,1268000,1107000,820000,848000.0,309000.0,312000.0,254000,175000,281000
50A AVE,1242000,1271000,1108000,821000,850000.0,314000.0,318000.0,258000,178000,285000
50A AVE,1235000,1263000,1101000,808000,828000.0,307000.0,310000.0,251000,165000,263000
50A AVE,1226000,1259000,1104000,804000,753000.0,178000.0,182000.0,142000,77000,113000
50A AVE,1403000,1435000,1241000,875000,848000.0,355000.0,358000.0,279000,148000,208000
50A AVE,1338000,1370000,1188000,845000,819000.0,290000.0,293000.0,226000,118000,179000
50A AVE,1367000,1388000,1228000,883000,837000.0,305000.0,297000.0,253000,146000,189000
50A AVE,1304000,1336000,1166000,847000,800000.0,217000.0,220000.0,170000,94000,138000
50A AVE,1309000,1343000,1179000,865100,805000.0,166000.0,169000.0,132000,74100,109000
50A AVE,1223000,1254000,1099000,804300,755000.0,176000.0,179000.0,139000,78300,116000
50A AVE,1286000,1320000,1158000,847600,793000.0,178000.0,182000.0,142000,79600,117000
50A AVE,1361000,1391000,1205000,857000,830000.0,314000.0,316000.0,245000,131000,191000
50A AVE,1338000,1373000,1201000,874100,825000.0,205000.0,209000.0,162000,89100,134000
50A AVE,1279000,1310000,1144000,822200,789000.0,225000.0,227000.0,177000,91200,146000
50A AVE,1465000,1502000,1318000,963600,901000.0,194000.0,197000.0,153000,83600,126000
50A AVE,1564000,1600000,1396000,1032000,1006000.0,297000.0,299000.0,235000,154000,234000
50A AVE,1373000,1406000,1225000,885000,844000.0,252000.0,254000.0,196000,108000,160000
50B AVE,1271000,1300000,1137000,842000,857000.0,293000.0,296000.0,241000,165000,261000
50B AVE,1312000,1342000,1173000,869000,894000.0,330000.0,334000.0,273000,189000,296000
50B AVE,1294000,1325000,1157000,856000,882000.0,317000.0,321000.0,261000,179000,286000
50B AVE,1199000,1229000,1087000,807000,795000.0,217000.0,221000.0,187000,127000,197000
50B AVE,1287000,1316000,1149000,850000,870000.0,309000.0,312000.0,253000,173000,274000
50B AVE,1310000,1340000,1170000,865000,890000.0,328000.0,331000.0,269000,184000,291000
50B AVE,1293000,1322000,1157000,857000,880000.0,311000.0,314000.0,257000,177000,282000
