FOLIO,ADDRESS,2024,2023,2022,2021,2020
090382,20650 46A AVE,173000,180000,142000,75500,117000
090610,20659 46A AVE,656000,490000,534000,366000,580000
094280,20660 46A AVE,225000,231000,180000,99800,148000
090630,20675 46A AVE,343000,346000,267000,149000,228000
094290,20676 46A AVE,183000,190000,150000,78000,122000
090640,20679 46A AVE,642000,640000,517000,350000,554000
093495,20685 46A AVE,787000,785000,633000,432000,685000
093494,20691 46A AVE,540000,539000,429000,295000,456000
090361,20690 46A AVE,1226000,1226000,1136000,776000,837000
093492,20705 46A AVE,1040000,1041000,985000,673000,534000
093491,20715 46A AVE,537000,543000,441000,286000,458000
092323,20719 46A AVE,621000,627000,503000,336000,530000
090341,20722 46A AVE,301000,304000,235000,127000,192000
092321,20723 46A AVE,675000,674000,537000,386000,611000
090342,20724 46A AVE,486000,490000,397000,274000,436000
090343,20726 46A AVE,518000,522000,422000,298000,473000
092322,20727 46A AVE,636000,642000,517000,350000,552000
090344,20728 46A AVE,579000,583000,477000,332000,521000
092324,20731 46A AVE,647000,653000,525000,353000,558000
092330,20735 46A AVE,192000,198000,156000,85100,129000
092340,20745 46A AVE,347000,349000,268000,147000,221000
094020,20750 46A AVE,278000,279000,225000,128000,182000
094110,20755 46A AVE,372000,375000,289000,154000,233000
091940,20760 46A AVE,139000,142000,113000,63400,96600
091941,20770 46A AVE,987000,980000,771000,526000,840000
091292,20572 46B AVE,526000,529000,424000,283000,446000
072090,19604 47 AVE,154000,159000,138000,65300,105000
073400,19611 47 AVE,208000,212000,165000,88400,138000
072080,19614 47 AVE,379000,378000,214000,116000,178000
073390,19621 47 AVE,347000,351000,273000,148000,222000
072070,19624 47 AVE,317000,320000,255000,143000,201000
073380,19631 47 AVE,246000,252000,195000,106000,157000
072060,19634 47 AVE,146000,149000,118000,64300,99700
073370,19641 47 AVE,146000,149000,121000,69200,100000
072050,19644 47 AVE,148000,152000,121000,66900,103000
073360,19651 47 AVE,217000,221000,173000,94900,144000
071540,19654 47 AVE,145000,149000,119000,64400,100000
073350,19661 47 AVE,256000,258000,199000,91900,147000
071550,19664 47 AVE,215000,219000,179000,103000,144000
073340,19671 47 AVE,273000,275000,212000,115000,171000
071560,19674 47 AVE,248000,250000,194000,102000,102000
071570,19684 47 AVE,145000,149000,119000,65600,101000
072840,19721 47 AVE,256000,259000,200000,116000,167000
072850,19731 47 AVE,338000,340000,263000,139000,209000
071980,19740 47 AVE,254000,258000,212000,121000,168000
070433,19741 47 AVE,301000,303000,233000,120000,181000
071990,19750 47 AVE,144000,146000,115000,63000,98000
070432,19751 47 AVE,0,0,0,0,0
070449,19757 47 AVE,0,0,0,0,0
073180,19762 47 AVE,204000,209000,170000,100000,140000
070447,19767 47 AVE,0,0,0,0,0
073170,19774 47 AVE,402000,301000,331000,230000,365000
070462,19777 47 AVE,0,0,0,0,0
074010,19849 47 AVE,0,0,0,0,0
081290,20270 47 AVE,187000,190000,151000,82100,129000
081300,20271 47 AVE,153000,157000,126000,65100,105000
081280,20280 47 AVE,264000,266000,180000,66300,104000
081310,20281 47 AVE,146000,149000,119000,66300,103000
081270,20290 47 AVE,216000,221000,177000,93300,145000
101430,20803 47 AVE,155000,158000,125000,68200,105000
101440,20813 47 AVE,347000,327000,177000,140000,178000
101760,20820 47 AVE,285000,289000,223000,105000,169000
101450,20823 47 AVE,290000,257000,281000,177000,286000
101460,20833 47 AVE,202000,206000,160000,88000,131000
101470,20853 47 AVE,242000,245000,195000,107000,161000
101480,20863 47 AVE,309000,311000,239000,129000,190000
101490,20873 47 AVE,179000,182000,142000,77400,118000
101500,20881 47 AVE,219000,223000,175000,97900,148000
101510,20893 47 AVE,260000,263000,203000,110000,165000
101520,20897 47 AVE,261000,263000,203000,109000,171000
101620,20902 47 AVE,336000,338000,256000,129000,194000
101610,20912 47 AVE,426000,429000,331000,176000,269000
101600,20922 47 AVE,283000,286000,220000,119000,159000
101590,20932 47 AVE,213000,216000,168000,93100,141000
101890,20945 47 AVE,205000,209000,163000,83500,128000
101900,20955 47 AVE,252000,256000,201000,109000,168000
073860,19897 47A AVE,182000,186000,146000,78200,119000
073900,19907 47A AVE,210000,216000,184000,96000,142000
073910,19917 47A AVE,315000,317000,240000,129000,198000
073920,19927 47A AVE,194000,198000,156000,78900,127000
073930,19937 47A AVE,207000,208000,163000,82100,131000
135130,20050 47A AVE,1609000,1544000,1008000,990000,972000
080780,20201 47A AVE,169000,174000,144000,86500,119000
080770,20211 47A AVE,154000,158000,126000,67800,106000
080960,20220 47A AVE,167000,173000,136000,76600,112000
080760,20221 47A AVE,167000,171000,138000,72700,114000
080950,20230 47A AVE,165000,171000,136000,75000,113000
080750,20231 47A AVE,166000,170000,138000,77400,118000
080940,20240 47A AVE,146000,150000,118000,66100,101000
080740,20241 47A AVE,155000,159000,126000,67600,106000
080930,20250 47A AVE,138000,141000,112000,61500,96300
080730,20251 47A AVE,252000,255000,198000,102000,158000
080920,20260 47A AVE,152000,156000,124000,68100,106000
080720,20261 47A AVE,270000,272000,211000,110000,175000
080910,20270 47A AVE,216000,221000,173000,84400,131000
080710,20271 47A AVE,214000,216000,167000,86400,110000
081610,20281 47A AVE,362000,364000,282000,150000,226000
093770,20705 47A AVE,180000,183000,143000,80800,124000
093910,20710 47A AVE,199000,203000,154000,72600,118000
093280,20715 47A AVE,311000,313000,242000,146000,222000
093310,20716 47A AVE,241000,244000,189000,102000,156000
093290,20725 47A AVE,225000,227000,175000,94000,144000
093320,20726 47A AVE,225000,228000,176000,89000,143000
093300,20735 47A AVE,276000,279000,216000,115000,175000
113240,19617 48 AVE,188000,191000,151000,77700,126000
111750,19631 48 AVE,273000,276000,213000,116000,175000
111760,19637 48 AVE,249000,251000,196000,106000,157000
111770,19641 48 AVE,300000,303000,240000,133000,193000
111230,19651 48 AVE,336000,327000,219000,42100,54200
110390,19671 48 AVE,0,0,136000,77400,90000
073310,19686 48 AVE,185000,187000,154000,89700,126000
073320,19688 48 AVE,53200,50800,33500,33100,32800
111741,19695 48 AVE,1106000,1097000,888000,604000,572000
073300,19696 48 AVE,323000,325000,252000,79900,125000
073290,19706 48 AVE,192000,195000,154000,80700,131000
110371,19711 48 AVE,247000,256000,211000,123000,167000
073280,19716 48 AVE,181000,185000,151000,83300,125000
072820,19726 48 AVE,169000,175000,143000,77600,114000
111420,19735 48 AVE,243000,235000,146000,102000,123000
072830,19736 48 AVE,196000,187000,108000,40800,53400
111430,19745 48 AVE,149000,143000,81600,60800,77100
070431,19750 48 AVE,190000,195000,155000,86800,133000
113220,19755 48 AVE,173000,179000,139000,76800,116000
070420,19760 48 AVE,61800,58800,33000,25200,32400
113230,19765 48 AVE,264000,268000,218000,113000,162000
113260,19769 48 AVE,204000,208000,162000,88800,135000
070448,19770 48 AVE,319000,323000,257000,145000,205000
113340,19779 48 AVE,369000,372000,228000,128000,190000
070446,19780 48 AVE,209000,217000,183000,49000,54700
113350,19789 48 AVE,191000,194000,150000,84100,126000
070450,19790 48 AVE,185000,188000,148000,77600,123000
111440,19803 48 AVE,108000,105000,55900,39700,54100
110206,19813 48 AVE,193000,188000,100000,68800,93900
070461,19818 48 AVE,277000,280000,239000,55100,81700
110203,19823 48 AVE,218000,221000,171000,90400,139000
071370,19828 48 AVE,164000,167000,132000,71400,114000
071380,19832 48 AVE,146000,149000,116000,66900,104000
110204,19833 48 AVE,291000,293000,226000,115000,177000
071390,19836 48 AVE,228000,230000,178000,90600,142000
071400,19840 48 AVE,194000,198000,160000,81300,134000
110205,19843 48 AVE,217000,220000,170000,90100,138000
074000,19850 48 AVE,255000,258000,211000,109000,166000
112900,19857 48 AVE,590000,594000,485000,182000,273000
112920,19867 48 AVE,225000,228000,177000,95900,147000
073830,19870 48 AVE,176000,181000,142000,74600,114000
113370,19877 48 AVE,133000,136000,107000,59500,90500
113630,19881 48 AVE,206000,211000,166000,88700,139000
113620,19889 48 AVE,283000,286000,221000,117000,182000
073850,19900 48 AVE,273000,275000,212000,113000,172000
113640,19909 48 AVE,204000,210000,172000,97200,142000
073960,19910 48 AVE,345000,348000,276000,149000,220000
073970,19918 48 AVE,54600,52500,33300,22700,27700
113120,19919 48 AVE,1627000,1627000,1550000,738000,1175000
073980,19924 48 AVE,234000,236000,201000,104000,161000
073990,19928 48 AVE,317000,318000,244000,73400,114000
110153,19929 48 AVE,159000,162000,126000,69700,106000
110142,19955 48 AVE,263000,265000,205000,125000,179000
110311,19959 48 AVE,1012000,994000,795000,543000,859000
111120,19963 48 AVE,241000,243000,200000,115000,169000
111110,19967 48 AVE,216000,219000,170000,87100,139000
084370,20010 48 AVE,230000,234000,184000,94900,154000
081400,20020 48 AVE,165000,170000,138000,75700,112000
081410,20030 48 AVE,183000,189000,154000,87200,126000
081420,20040 48 AVE,257000,259000,210000,114000,171000
081490,20050 48 AVE,279000,281000,219000,135000,200000
081500,20060 48 AVE,230000,232000,179000,96100,147000
035030,20061 48 AVE,153000,157000,124000,66600,103000
081510,20070 48 AVE,201000,204000,161000,84900,138000
081520,20080 48 AVE,146000,150000,119000,65800,101000
035120,20099 48 AVE,192000,196000,167000,74400,108000
036830,20121 48 AVE,227000,231000,180000,87300,131000
034070,20131 48 AVE,142000,145000,113000,56300,88400
034080,20141 48 AVE,417000,350000,336000,58000,89000
032170,20167 48 AVE,153000,155000,120000,69700,97300
032180,20173 48 AVE,180000,183000,145000,47800,74900
032190,20177 48 AVE,308000,310000,240000,128000,82200
032200,20181 48 AVE,141000,143000,112000,56700,89400
081560,20190 48 AVE,5999000,5580000,4915000,4528000,3323000
081570,20192 48 AVE,0,0,0,0,0
080050,20196 48 AVE,201000,205000,159000,78400,119000
080790,20200 48 AVE,140000,143000,114000,62000,96800
080800,20210 48 AVE,180000,183000,145000,77800,122000
080810,20220 48 AVE,238000,241000,187000,97500,151000
032210,20221 48 AVE,208000,216000,170000,91100,136000
080820,20230 48 AVE,230000,232000,178000,96300,139000
080830,20240 48 AVE,153000,157000,125000,66100,107000
080840,20250 48 AVE,140000,144000,114000,62500,97800
080850,20260 48 AVE,260000,262000,203000,111000,172000
032490,20261 48 AVE,573000,565000,168000,86500,140000
035800,20265 48 AVE,184000,175000,95300,63800,86100
080860,20280 48 AVE,123000,128000,101000,57700,87100
081580,20350 48 AVE,0,0,0,0,0
093900,20460 48 AVE,206000,211000,168000,88900,137000
093470,20476 48 AVE,309000,310000,236000,126000,189000
025670,20501 48 AVE,277000,279000,218000,110000,170000
025660,20511 48 AVE,157000,160000,126000,68300,108000
025650,20521 48 AVE,173000,176000,140000,75100,117000
025640,20531 48 AVE,157000,160000,126000,67400,105000
025630,20541 48 AVE,309000,310000,238000,120000,190000
025620,20551 48 AVE,366000,199000,154000,81800,124000
091900,20556 48 AVE,383000,388000,307000,153000,229000
092190,20560 48 AVE,169000,174000,137000,74900,118000
025610,20561 48 AVE,202000,205000,155000,82400,127000
092200,20570 48 AVE,805000,804000,657000,443000,693000
025600,20571 48 AVE,299000,301000,233000,107000,170000
025260,20577 48 AVE,241000,244000,189000,65500,105000
025250,20579 48 AVE,254000,257000,198000,69700,107000
092210,20580 48 AVE,377000,378000,290000,151000,228000
025240,20583 48 AVE,156000,161000,126000,66800,104000
025230,20605 48 AVE,153000,158000,123000,63100,97000
094040,20608 48 AVE,411000,413000,316000,165000,250000
094030,20624 48 AVE,214000,218000,171000,93700,150000
090650,20634 48 AVE,245000,254000,200000,109000,166000
090660,20650 48 AVE,246000,250000,198000,113000,170000
090670,20660 48 AVE,823000,819000,650000,447000,715000
092270,20670 48 AVE,502000,501000,406000,276000,451000
093220,20690 48 AVE,167000,171000,133000,69500,112000
060192,20715 48 AVE,145000,148000,115000,64100,99200
060193,20717 48 AVE,222000,227000,178000,96100,145000
061930,20719 48 AVE,1070000,1035000,747000,751000,754000
093250,20720 48 AVE,165000,169000,132000,69400,107000
092300,20754 48 AVE,1315000,0,75100,54800,70000
093350,20764 48 AVE,170000,174000,138000,71600,111000
093360,20774 48 AVE,162000,167000,130000,71900,108000
093370,20784 48 AVE,196000,203000,165000,90900,133000
093380,20794 48 AVE,279000,281000,216000,84700,129000
100040,20802 48 AVE,289000,292000,226000,120000,183000
100050,20806 48 AVE,87100,83300,45700,29400,40400
100060,20840 48 AVE,130000,132000,106000,59600,87800
100070,20850 48 AVE,118000,120000,93400,45900,69200
060057,20857 48 AVE,383000,387000,312000,219000,345000
100080,20860 48 AVE,138000,140000,108000,59800,90200
060052,20867 48 AVE,305000,307000,249000,170000,264000
100090,20870 48 AVE,345000,349000,271000,156000,226000
008377,20877 48 AVE,316000,319000,259000,176000,276000
100101,20884 48 AVE,0,0,0,0,0
008378,20887 48 AVE,530000,526000,421000,217000,282000
101410,20924 48 AVE,1343000,0,0,0,0
101420,20944 48 AVE,497000,501000,419000,312000,479000
100211,20954 48 AVE,975000,968000,760000,515000,823000
101850,20972 48 AVE,262000,265000,205000,111000,167000
000907,21025 48 AVE,10349000,8,6,"8642000
2022","4849000
2021"
112711,5155 48A AVE,0,0,0,0,0
113251,19618 48A AVE,473000,473000,381000,266000,426000
151400,19625 48A AVE,313000,317000,246000,132000,199000
111470,19626 48A AVE,330000,332000,256000,134000,196000
111462,19636 48A AVE,146000,150000,120000,69800,98600
110450,19637 48A AVE,138000,141000,110000,57000,85700
110442,19639 48A AVE,429000,432000,346000,236000,373000
111210,19646 48A AVE,294000,297000,230000,123000,188000
111220,19656 48A AVE,115000,111000,62500,46300,59700
110443,19669 48A AVE,451000,454000,369000,250000,412000
111710,19676 48A AVE,153000,147000,83200,59300,74700
111720,19686 48A AVE,149000,154000,120000,65300,96800
111730,19696 48A AVE,156000,159000,123000,69000,101000
111260,19703 48A AVE,206000,196000,112000,78400,99500
111270,19705 48A AVE,194000,184000,102000,75400,90300
111280,19707 48A AVE,219000,225000,186000,111000,154000
110372,19710 48A AVE,253000,256000,200000,105000,118000
113710,19711 48A AVE,1114000,1105000,932000,632000,995000
110373,19712 48A AVE,446000,449000,360000,226000,368000
151160,19717 48A AVE,322000,326000,282000,169000,225000
111410,19720 48A AVE,145000,145000,119000,70300,96700
114000,19727 48A AVE,111000,112000,89000,46700,76000
114010,19737 48A AVE,300000,303000,234000,125000,194000
113200,19740 48A AVE,263000,268000,209000,113000,175000
114020,19745 48A AVE,260000,263000,203000,98000,149000
113210,19750 48A AVE,175000,178000,139000,75600,116000
113180,19755 48A AVE,187000,191000,148000,82300,123000
113270,19760 48A AVE,134000,137000,107000,57200,89200
113530,19765 48A AVE,204000,208000,165000,91800,138000
113280,19770 48A AVE,203000,207000,161000,88000,134000
113520,19775 48A AVE,299000,302000,232000,127000,187000
113290,19780 48A AVE,161000,164000,127000,72100,106000
113390,19785 48A AVE,194000,187000,107000,71600,92200
113060,19803 48A AVE,301000,302000,233000,124000,183000
113070,19804 48A AVE,212000,217000,175000,102000,142000
113050,19817 48A AVE,384000,388000,301000,156000,237000
113080,19818 48A AVE,182000,186000,145000,80400,120000
113090,19826 48A AVE,190000,194000,151000,82200,125000
113040,19833 48A AVE,301000,304000,234000,127000,190000
113100,19838 48A AVE,172000,175000,136000,75800,110000
113030,19841 48A AVE,209000,213000,166000,88900,133000
113020,19849 48A AVE,192000,196000,152000,82900,124000
113110,19850 48A AVE,227000,232000,180000,99800,148000
112870,19853 48A AVE,171000,174000,135000,76400,110000
112910,19862 48A AVE,159000,152000,84700,60900,78800
112860,19863 48A AVE,276000,278000,217000,116000,173000
112930,19864 48A AVE,232000,237000,191000,108000,151000
112850,19873 48A AVE,187000,191000,149000,79500,122000
113360,19884 48A AVE,262000,265000,205000,112000,164000
113590,19900 48A AVE,183000,187000,146000,80600,123000
113130,19920 48A AVE,191000,188000,159000,93600,124000
112820,19923 48A AVE,312000,319000,248000,134000,206000
113140,19930 48A AVE,451000,457000,356000,188000,281000
112810,19933 48A AVE,181000,184000,144000,80100,119000
113150,19940 48A AVE,304000,306000,235000,126000,116000
112971,19943 48A AVE,242000,246000,196000,99900,162000
110154,19950 48A AVE,372000,375000,303000,209000,330000
110143,19960 48A AVE,219000,221000,171000,92400,136000
110144,19970 48A AVE,256000,258000,200000,109000,165000
110147,19973 48A AVE,305000,307000,236000,117000,174000
110145,19980 48A AVE,279000,280000,215000,96700,141000
110146,19983 48A AVE,278000,281000,218000,120000,178000
025532,20510 48A AVE,137000,141000,111000,56100,92300
025531,20511 48A AVE,231000,233000,180000,96400,145000
025550,20520 48A AVE,207000,209000,162000,56700,88800
025520,20521 48A AVE,213000,214000,178000,65800,96800
025510,20531 48A AVE,227000,230000,180000,95000,123000
025560,20540 48A AVE,222000,225000,176000,60600,99700
025500,20541 48A AVE,245000,247000,192000,98700,158000
